id;NU_ANO_CENSO;CO_IES;CO_CURSO;TP_TURNO;TP_GRAU_ACADEMICO;TP_MODALIDADE_ENSINO;ID_ALUNO;CO_ALUNO_CURSO;TP_COR_RACA;TP_SEXO;NU_ANO_NASCIMENTO;NU_MES_NASCIMENTO;NU_DIA_NASCIMENTO;NU_IDADE;TP_NACIONALIDADE;IN_DEFICIENCIA;TP_SITUACAO;QT_CARGA_HORARIA_TOTAL;QT_CARGA_HORARIA_INTEG;DT_INGRESSO_CURSO;IN_INGRESSO_VESTIBULAR;IN_INGRESSO_ENEM;IN_INGRESSO_VAGA_REMANESC;IN_INGRESSO_EGRESSO;IN_RESERVA_VAGAS;IN_RESERVA_ETNICO;IN_RESERVA_DEFICIENCIA;IN_RESERVA_ENSINO_PUBLICO;IN_RESERVA_RENDA_FAMILIAR;IN_RESERVA_OUTRA;IN_APOIO_SOCIAL;IN_APOIO_ALIMENTACAO;IN_APOIO_BOLSA_PERMANENCIA;IN_APOIO_BOLSA_TRABALHO;IN_APOIO_MATERIAL_DIDATICO;IN_APOIO_MORADIA;IN_APOIO_TRANSPORTE;ATIV_EXTRA;IN_COMPLEMENTAR_ESTAGIO;IN_COMPLEMENTAR_EXTENSAO;IN_COMPLEMENTAR_MONITORIA;IN_COMPLEMENTAR_PESQUISA;IN_BOLSA_ESTAGIO;IN_BOLSA_EXTENSAO;IN_BOLSA_MONITORIA;IN_BOLSA_PESQUISA;TP_ESCOLA_CONCLUSAO_ENS_MEDIO;IN_MATRICULA;IN_CONCLUINTE;IN_INGRESSO_TOTAL;NU_ANO_INGRESSO;TP_COR_RACA_AGRUP;TIPO_INGRESSO;DT_NASCIMENTO;SEMESTRE_INGRESSO;ANO_SEMESTRE_INGRESSO;TP_SITUACAO_AGRUP;NU_CARGA_HORARIA;NO_CURSO;IDADE_INGRESSO;SEMESTRE_CONCLUSAO;DT_CONCLUSAO;TEMP_SEMEST_ATE_FORMAT;TEMP_SEMEST_Cursando;TEMPOS;IN_CENSURA;AREA_INGRESSO;NU_CARGA_HORARIA_NOVA;PCT_INTEG;PCT_INTEG_INTERV;INTEG_SEMEST;IN_EVASAO;TP_SITUACAO_NOVA;INGRESSO_ENEM;TEMP_SEMEST_Cursando_retido;TP_SITUACAO_NEW;EVENTOS_COD;CENSURA;status_cens;RESERVA_ESCOLA
88;2019;578;13276;Integral;Licenciatura;1;788593E0D3189DB847D6AD79D17E6E02;52206228;Não declarou;Masculino;1996;5;21;23;Brasileira;Não;formado;3192;3196;01/01/2014;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2014;Não declarou;Enem;21/05/1996;1º semestre;2014,1;formado;3192;Matemática;18;2º semestre;01/01/2020;12;NA;12;1;Area 1;3192;100,13;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;SemReserva/privada
89;2019;578;117052;Noturno;Licenciatura;1;7BD41C3EBD540C9CFCEBBA3380E342F8;44467683;Não declarou;Feminino;1968;1;22;51;Brasileira;Não;formado;3192;3192;01/01/2013;Sim;Sim;Não;Não;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2013;Não declarou;Vestibular;22/01/1968;1º semestre;2013,1;formado;3226;Matemática;45;2º semestre;01/01/2020;14;NA;14;1;Area 1;3158;101,08;(100,199.7];6;NA;formado;0;NA;Formado;1;1;1;Reserva/pública
90;2019;578;117052;Noturno;Licenciatura;1;D5BE9B560081571DB43BE0519F597D81;44465099;Não declarou;Masculino;1960;8;26;59;Brasileira;Não;formado;3192;3396;01/01/2014;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2014;Não declarou;Enem;26/08/1960;1º semestre;2014,1;formado;3226;Matemática;53;2º semestre;01/01/2020;12;NA;12;1;Area 1;3226;105,27;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;SemReserva/privada
91;2019;578;313276;Integral;Bacharelado;1;D90E0DCED28018B44982898819FB870A;52206084;Parda;Masculino;1997;7;20;22;Brasileira;Não;formado;3108;3291;01/01/2016;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Sim;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Sim;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Sim;Pública;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2016;Preta, Parda e Indígena;Enem;20/07/1997;1º semestre;2016,1;formado;3108;Matemática;18;2º semestre;01/01/2020;8;NA;8;1;Area 1;3108;105,89;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;Reserva/pública
92;2019;578;313276;Integral;Bacharelado;1;EEBB13BDA0C370091364B8086CF9CE8A;52206061;Não declarou;Feminino;1997;11;1;22;Brasileira;Não;formado;3108;3190;01/01/2016;Não;Sim;Não;Não;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2016;Não declarou;Enem;01/11/1997;1º semestre;2016,1;formado;3108;Matemática;18;2º semestre;01/01/2020;8;NA;8;1;Area 1;3108;102,64;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;Reserva/pública
93;2019;578;117052;Noturno;Licenciatura;1;297D74EDFE03026F955A597B34A59624;43361023;Parda;Feminino;2001;6;27;18;Brasileira;Não;Desvinculado do curso;2920;0;01/01/2019;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação diferente de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;27/06/2001;1º semestre;2019,1;evadido;3226;Matemática;18;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3226;0;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;SemReserva/privada
94;2019;578;117052;Noturno;Licenciatura;1;7972AC9AE7D59505C6DC0ECB6D5ACFC7;44355981;Branca;Masculino;1995;9;2;24;Brasileira;Não;Desvinculado do curso;3192;68;01/01/2018;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação diferente de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Branca e Amarela;Enem;02/09/1995;1º semestre;2018,1;evadido;3226;Matemática;22;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;2,11;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;SemReserva/privada
95;2019;578;117052;Noturno;Licenciatura;1;9243A9F2AD055D44912942FEA27AE3BE;44572567;Parda;Masculino;1993;3;17;26;Brasileira;Não;Desvinculado do curso;2920;0;01/01/2019;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação diferente de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;17/03/1993;1º semestre;2019,1;evadido;3226;Matemática;26;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3226;0;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;Reserva/pública
96;2019;578;117052;Noturno;Licenciatura;1;387BD5196FC1604131D4A31E6EC0DA06;51254395;Parda;Feminino;1999;7;21;20;Brasileira;Não;Transferido para outro curso da mesma IES;3192;1314;01/01/2017;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação diferente de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2017;Preta, Parda e Indígena;Enem;21/07/1999;1º semestre;2017,1;evadido;3226;Matemática;17;Não concluinte;Não concluinte;NA;6;6;0;Area 1;3226;40,73;(25,50];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;Reserva/pública
97;2019;578;117052;Noturno;Licenciatura;1;B29F9D78BBA297072B30800CDE979E3B;51254374;Não declarou;Masculino;1981;6;10;38;Brasileira;Não;Transferido para outro curso da mesma IES;3192;204;01/01/2015;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação diferente de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2015;Não declarou;Enem;10/06/1981;1º semestre;2015,1;evadido;3226;Matemática;34;Não concluinte;Não concluinte;NA;10;10;0;Area 1;3226;6,32;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;SemReserva/privada
98;2019;578;117052;Noturno;Licenciatura;1;F8D8D434ABA019897205AD0836FA1B4A;51254497;Preta;Masculino;1999;10;31;20;Brasileira;Não;Transferido para outro curso da mesma IES;2920;136;01/01/2019;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Sim;Não, aluno possui outro tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação diferente de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;31/10/1999;1º semestre;2019,1;evadido;3226;Matemática;19;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3226;4,22;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;Reserva/pública
99;2019;578;117052;Noturno;Licenciatura;1;FDF0497972854FBE61B57CC492F046A0;51254167;Não declarou;Masculino;2000;3;1;19;Brasileira;Não;Transferido para outro curso da mesma IES;3192;442;01/01/2018;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação diferente de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2018;Não declarou;Enem;01/03/2000;1º semestre;2018,1;evadido;3226;Matemática;18;Não concluinte;Não concluinte;NA;4;4;0;Area 1;3226;13,7;[0,25];6;NA;Desvinculado do curso ou Transferido para outro curso da UFBA;1;NA;Evadido;2;1;1;SemReserva/privada
100;2019;578;13276;Integral;Licenciatura;1;1D17F9F73ED7DFE5BD5FB7177E6C8093;52099377;Não declarou;Masculino;1998;12;15;21;Brasileira;Não;formado;3192;3414;01/07/2016;Não;Não;Sim;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Sim;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Sim;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Sim;Privada;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2016;Não declarou;Vagas Remanescentes;15/12/1998;2º semestre;2016,2;formado;3192;Matemática;18;1º semestre;01/07/2019;6;NA;6;1;Area 1;3192;106,95;(100,199.7];6;NA;formado;0;NA;Formado;1;1;1;SemReserva/privada
101;2019;578;13276;Integral;Licenciatura;1;2B4C5357BE9405258D58A57552D9958D;52099266;Parda;Masculino;1991;10;13;28;Brasileira;Não;formado;3192;3195;01/01/2016;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2016;Preta, Parda e Indígena;Enem;13/10/1991;1º semestre;2016,1;formado;3192;Matemática;24;2º semestre;01/01/2020;8;NA;8;1;Area 1;3192;100,09;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;SemReserva/pública
102;2019;578;313276;Integral;Bacharelado;1;47D3AFDA2040CE8D4B3189E6DDCFABE9;52099314;Não declarou;Masculino;1995;12;1;24;Brasileira;Não;formado;3108;3123;01/07/2015;Não;Não;Sim;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Sim;Sim;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Não, aluno possui outro tipo de apoio social;Sim;Não, aluno possui outro tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2015;Não declarou;Vagas Remanescentes;01/12/1995;2º semestre;2015,2;formado;3108;Matemática;20;1º semestre;01/07/2019;8;NA;8;1;Area 1;3108;100,48;(100,199.7];6;NA;formado;0;NA;Formado;1;1;1;SemReserva/pública
103;2019;578;13276;Integral;Licenciatura;1;C3429FB71BC57E7D1874111B4956E780;52099275;Não declarou;Feminino;1998;2;19;21;Brasileira;Não;formado;3192;3416;01/01/2015;Não;Sim;Não;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Sim;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Não, aluno possui outro tipo de atividade extracurricular;Sim;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Sim;Privada;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2015;Não declarou;Enem;19/02/1998;1º semestre;2015,1;formado;3192;Matemática;17;2º semestre;01/01/2020;10;NA;10;1;Area 1;3192;107,02;(100,199.7];6;NA;formado;1;NA;Formado;1;1;1;SemReserva/privada
104;2019;578;13276;Integral;Licenciatura;1;CB3BB5B90FB65EBDF32A43475595469F;52099308;Não declarou;Feminino;1993;11;11;26;Brasileira;Não;formado;3192;3197;01/07/2016;Não;Não;Sim;Não;Não;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Aluno não possui qualquer tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Privada;Situação de matrícula;Situação de concluinte;Situação diferente de ingresso total;2016;Não declarou;Vagas Remanescentes;11/11/1993;2º semestre;2016,2;formado;3192;Matemática;23;1º semestre;01/07/2019;6;NA;6;1;Area 1;3192;100,16;(100,199.7];6;NA;formado;0;NA;Formado;1;1;1;SemReserva/privada
105;2019;578;13281;Integral;Bacharelado;1;0DC912D6E9B5101B903E66A1F6F2E1E7;43360660;Preta;Feminino;1990;3;19;29;Brasileira;Não;Cursando;2598;238;01/01/2019;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação de ingresso total;2019;Preta, Parda e Indígena;Enem;19/03/1990;1º semestre;2019,1;Cursando;3006;Estatística;29;Não concluinte;Não concluinte;NA;2;2;0;Area 1;3006;7,92;[0,25];8;Cursando;Cursando;1;Cursando;Cursando;0;0;0;Reserva/pública
106;2019;578;13281;Integral;Bacharelado;1;EB1DCCDE78695D72BCF3C74C4E199A33;44536570;Preta;Masculino;1989;1;23;30;Brasileira;Não;Cursando;3006;0;01/01/2017;Não;Sim;Não;Não;Sim;Sim;Não, aluno possui outro tipo de reserva de vagas;Sim;Não, aluno possui outro tipo de reserva de vagas;Não, aluno possui outro tipo de reserva de vagas;Não;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Aluno não possui qualquer tipo de apoio social;Não;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não possui qualquer tipo de atividade extracurricular;Aluno não faz atividade extracurricular de estágio;Aluno não faz atividade extracurricular de extensão;Aluno não faz atividade extracurricular de monitoria;Aluno não faz atividade extracurricular de pesquisa;Pública;Situação de matrícula;Situação diferente de concluinte;Situação diferente de ingresso total;2017;Preta, Parda e Indígena;Enem;23/01/1989;1º semestre;2017,1;Cursando;3006;Estatística;28;Não concluinte;Não concluinte;NA;6;6;0;Area 1;3006;0;[0,25];8;Evadido;Evadido;1;Cursando;Cursando;0;0;0;Reserva/pública
